order_id,order_time,user_id,product_id,channel,province,city,quantity,unit_price,discount_amount,pay_amount,order_status,pay_type
SO20260601000007,2026-06-01 13:43:12,U059998,P00029,微信小程序,河北省,保定市,2,3057.45,0.00,6114.90,已完成,支付宝
SO20260601000008,2026-06-01 19:36:02,U051743,P00035,APP商城,福建省,泉州市,1,1301.89,237.45,1064.44,已支付,银行卡
SO20260601000009,2026-06-01 14:06:57,U038518,P00147,APP商城,陕西省,咸阳市,1,245.59,0.00,245.59,已完成,微信支付
SO20260601000009,2026-06-01 14:06:57,U038518,P00152,APP商城,陕西省,咸阳市,1,143.27,0.00,143.27,已完成,微信支付
SO20260601000010,2026-06-01 12:14:56,U047670,P00035,APP商城,北京市,北京市,1,6666.49,503.76,6162.73,已完成,支付宝
SO20260601000010,2026-06-01 12:14:56,U047670,P00091,APP商城,北京市,北京市,1,847.66,0.00,847.66,已完成,支付宝
SO20260601000011,2026/06/01 20:58,U034087,P00024,微信小程序,湖南省,湘潭市,1,1055.19,0.00,1055.19,待付款,微信支付
SO20260601000012,2026-06-01 09:30:24,U049223,P00188,京东自营,河南省,郑州市,1,216.19,0.00,216.19,已完成,支付宝
SO20260601000013,2026-06-01 18:34:08,U058277,P00024,APP商城,重庆市,重庆市,1,253.51,0.00,253.51,待付款,支付宝
SO20260601000013,2026-06-01 18:34:08,U058277,P00175,APP商城,重庆市,重庆市,1,266.41,58.88,207.53,待付款,支付宝
SO20260601000014,2026-06-01 14:07:34,U035896,P00087,APP商城,广东省,深圳市,1,440.69,32.87,407.82,已退款,支付宝
SO20260601000014,2026-06-01T14:07:34,U035896,P00164,APP商城,广东省,深圳市,1,3853.41,0.00,3853.41,已退款,支付宝
SO20260601000015,2026-06-01 18:13:27,U020551,P00078,天猫旗舰店,广东省,东莞市,1,1424.49,109.22,1315.27,待付款,微信支付
SO20260601000015,2026-06-01 18:13:27,U020551,P00184,天猫旗舰店,广东省,东莞市,1,339.26,58.44,280.82,待付款,微信支付
SO20260601000016,2026-06-01 13:39:28,U027239,P00027,PC商城,山东省,临沂市,1,888.56,0.00,888.56,已支付,支付宝
SO20260601000016,2026-06-01 13:39:28,U027239,P00091,PC商城,山东省,临沂市,1,313.24,0.00,313.24,已支付,支付宝
SO20260601000016,2026-06-01 13:39:28,U027239,P00052,PC商城,山东省,临沂市,1,2492.38,0.00,2492.38,已支付,支付宝
SO20260601000017,2026-06-01 16:09:39,U055070,P00131,PC商城,福建省,福州市,1,376.29,53.34,322.95,已完成,银行卡
SO20260601000017,2026-06-01 16:09:39,U055070,P00194,PC商城,福建省,福州市,3,97.22,0.00,291.66,已完成,银行卡
SO20260601000017,2026-06-01 16:09:39,U055070,P00166,PC商城,福建省,福州市,1,47.69,7.59,40.10,已完成,银行卡
SO20260601000018,2026-06-01 21:33:51,U044088,P00139,微信小程序,福建省,泉州市,1,86.23,20.76,65.47,待付款,微信支付
SO20260601000019,2026-06-01 10:43:34,U026348,P00106,天猫旗舰店,广东省,广州市,1,36.32,0.00,36.32,已完成,支付宝
SO20260601000019,2026-06-01 10:43:34,U026348,P00145,天猫旗舰店,广东省,广州市,1,91.34,10.41,80.93,已完成,支付宝
SO20260601000020,2026-06-01 08:32:57,U010540,P00089,微信小程序,四川省,德阳市,1,646.59,0.00,646.59,已完成,支付宝
SO20260601000020,2026-06-01 08:32:57,U010540,P00085,微信小程序,四川省,,1,3256.04,502.99,2753.05,已完成,支付宝
SO20260601000021,2026-06-01 20:51:59,U005452,P00035,微信小程序,广东省,广州市,1,788.52,0.00,788.52,已支付,银行卡
SO20260601000021,2026-06-01 20:51:59,U005452,P00090,微信小程序,广东省,广州市,1,214.32,0.00,214.32,已支付,银行卡
SO20260601000022,2026-06-01 16:01:30,U030428,P00067,微信小程序,湖北省,武汉市,1,5624.75,407.86,5216.89,已完成,支付宝
SO20260601000022,2026/06/01 16:01,U030428,P00025,微信小程序,湖北省,武汉市,1,6895.62,0.00,6895.62,已完成,支付宝
SO20260601000022,2026-06-01 16:01:30,U030428,P00090,微信小程序,湖北省,武汉市,1,4494.31,248.84,4245.47,已完成,支付宝
SO20260601000023,2026-06-01 09:29:01,U006739,P00025,京东自营,河北省,石家庄市,1,3593.21,345.67,3247.54,已完成,花呗
SO20260601000024,2026-06-01 12:47:36,U007855,P00164,APP商城,福建省,厦门市,4,2582.41,0.00,10329.64,已支付,支付宝
SO20260601000024,2026-06-01 12:47:36,U007855,P00168,APP商城,福建省,厦门市,1,357.76,70.46,287.30,已支付,支付宝
SO20260601000025,2026/06/01 20:55,U046806,P00111,APP商城,四川省,宜宾市,2,1500.04,0.00,3000.08,已完成,微信支付
SO20260601000026,2026-06-01 16:13:01,U042883,P00092,微信小程序,河南省,南阳市,1,487.31,73.51,413.80,已取消,支付宝
SO20260601000027,2026-06-01 22:19:00,U017883,P00188,APP商城,重庆市,重庆市,1,265.78,0.00,265.78,已完成,微信支付
SO20260601000027,2026/06/01 22:19,U017883,P00190,APP商城,重庆市,重庆市,1,6428.64,0.00,6428.64,已完成,微信支付
SO20260601000027,2026-06-01 22:19:00,U017883,P00099,APP商城,重庆市,重庆市,2,49.35,6.24,92.46,已完成,微信支付
SO20260601000028,2026/06/01 22:39,U011138,P00198,APP商城,北京市,北京市,1,190.73,45.07,145.66,已完成,支付宝
SO20260601000029,2026-06-01 17:09:54,U035325,P00118,APP商城,山东省,济南市,1,161.24,0.00,161.24,已支付,支付宝
SO20260601000029,2026-06-01 17:09:54,U035325,P00118,APP商城,山东省,济南市,1,161.24,0.00,161.24,已支付,支付宝
SO20260601000029,2026/06/01 17:09,U035325,P00151,APP商城,山东省,济南市,1,331.46,63.45,268.01,已支付,支付宝
SO20260601000029,2026-06-01 17:09:54,U035325,P00115,APP商城,山东省,济南市,1,809.42,61.84,747.58,已支付,支付宝
SO20260601000030,2026-06-01 19:24:54,U006025,P00138,APP商城,广东省,珠海市,1,4954.50,381.41,4573.09,已完成,微信支付
SO20260601000030,2026-06-01 19:24:54,U006025,P00151,APP商城,广东省,珠海市,1,819.85,148.19,671.66,已完成,微信支付
SO20260601000031,2026-06-01 20:48:56,U002760,P00152,APP商城,广东省,深圳市,1,88.47,0.00,88.47,已支付,微信支付
SO20260601000031,2026-06-01 20:48:56,U002760,P00018,APP商城,广东省,深圳市,2,4524.14,0.00,9048.28,已支付,微信支付
SO20260601000032,2026-06-01 10:33:45,U027012,P00084,APP商城,浙江省,金华市,2,3062.58,640.16,5485.00,已完成,支付宝
SO20260601000032,2026/06/01 10:33,U027012,P00089,APP商城,浙江省,金华市,1,6114.56,822.20,5292.36,已完成,支付宝
SO20260601000033,2026/06/01 15:16,U021808,P00024,APP商城,上海市,上海市,1,102.25,0.00,102.25,已完成,微信支付
SO20260601000034,2026-06-01 09:30:06,U029656,P00042,京东自营,北京市,北京市,1,4059.63,355.72,3703.91,已支付,花呗
SO20260601000034,2026-06-01 09:30:06,U029656,P00193,京东自营,北京市,北京市,1,1589.01,351.06,1237.95,已支付,花呗
SO20260601000035,2026-06-01 14:12:18,U045512,P00066,京东自营,湖北省,宜昌市,1,1434.91,0.00,1434.91,已完成,支付宝
SO20260601000035,2026-06-01 14:12:18,U045512,P00143,京东自营,湖北省,宜昌市,3,264.56,70.80,722.88,已完成,支付宝
SO20260601000036,2026-06-01 19:59:21,U009059,P00075,天猫旗舰店,湖南省,湘潭市,2,680.01,0.00,1360.02,已完成,支付宝
SO20260601000036,2026/06/01 19:59,U009059,P00184,天猫旗舰店,湖南省,湘潭市,1,4330.50,976.27,3354.23,已完成,支付宝
SO20260601000036,2026-06-01 19:59:21,U009059,P00076,天猫旗舰店,湖南省,湘潭市,1,469.10,58.23,410.87,已完成,支付宝
SO20260601000037,2026-06-01T18:03:52,U003982,P00092,微信小程序,江苏省,南京市,1,276.82,50.82,226.00,已完成,货到付款
SO20260601000038,2026-06-01 16:53:02,U011670,P00150,微信小程序,江苏省,苏州市,1,1013.43,0.00,1013.43,已支付,支付宝
SO20260601000039,2026-06-01 18:07:39,U015909,P00135,微信小程序,浙江省,杭州市,1,1211.48,0.00,1211.48,已支付,花呗
SO20260601000040,2026-06-01 20:39:41,U044486,P00112,京东自营,浙江省,宁波市,1,21.97,0.00,21.97,已完成,微信支付
SO20260601000040,2026-06-01 20:39:41,U044486,P00109,京东自营,浙江省,宁波市,1,3259.15,0.00,3259.15,已完成,微信支付
SO20260601000040,2026-06-01 20:39:41,U044486,P00157,京东自营,浙江省,宁波市,1,2159.42,529.51,1629.91,已完成,微信支付
SO20260601000041,2026-06-01 20:02:34,U000752,P00063,微信小程序,四川省,绵阳市,1,8168.50,0.00,8168.50,已支付,支付宝
SO20260601000042,2026-06-01 21:14:35,U014233,P00081,京东自营,北京市,北京市,2,1265.88,535.03,1996.73,已完成,银行卡
SO20260601000043,2026-06-01 13:28:28,U032268,P00167,APP商城,山东省,潍坊市,1,3134.86,254.75,2880.11,待付款,货到付款
SO20260601000043,2026-06-01 13:28:28,U032268,P00099,APP商城,山东省,潍坊市,2,844.90,0.00,1689.80,待付款,货到付款
SO20260601000043,2026-06-01 13:28:28,U032268,P00092,APP商城,山东省,潍坊市,1,4321.82,0.00,4321.82,待付款,货到付款
SO20260601000044,2026/06/01 16:44,U015296,P00066,APP商城,浙江省,杭州市,1,4830.64,0.00,4830.64,已完成,银行卡
SO20260601000045,2026-06-01 22:01:51,U001060,P00011,微信小程序,湖南省,湘潭市,1,237.27,49.48,187.79,已取消,支付宝
SO20260601000045,2026-06-01 22:01:51,U001060,P00033,微信小程序,湖南省,湘潭市,1,292.40,35.73,256.67,已取消,支付宝
SO20260601000045,2026-06-01 22:01:51,U001060,P00077,微信小程序,湖南省,湘潭市,1,248.72,0.00,248.72,已取消,支付宝
SO20260601000046,2026-06-01 22:50:11,U059091,P00106,APP商城,河南省,郑州市,1,361.77,73.03,288.74,已支付,微信支付
SO20260601000047,2026-06-01 19:14:24,U045953,P00064,微信小程序,安徽省,芜湖市,1,5824.63,0.00,5824.63,已支付,微信支付
SO20260601000047,2026-06-01 19:14:24,U045953,P00157,微信小程序,安徽省,芜湖市,1,5736.57,893.89,4842.68,已支付,微信支付
SO20260601000048,2026-06-01 21:20:41,U039234,P00033,APP商城,广东省,深圳市,1,184.41,21.82,162.59,已完成,支付宝
SO20260601000048,2026-06-01 21:20:41,U039234,P00024,APP商城,广东省,深圳市,1,2266.96,0.00,2266.96,已完成,支付宝
SO20260601000048,2026/06/01 21:20,U039234,P00049,APP商城,广东省,深圳市,2,2403.64,0.00,4807.28,已完成,支付宝
SO20260601000049,2026-06-01 00:08:07,U059194,P00122,APP商城,广东省,佛山市,1,330.39,18.32,312.07,已完成,
SO20260601000049,2026-06-01 00:08:07,U059194,P00137,APP商城,广东省,佛山市,2,669.11,0.00,1338.22,已完成,支付宝
SO20260601000050,2026-06-01 20:44:57,U043696,P00082,PC商城,河南省,南阳市,1,2120.14,0.00,2120.14,已完成,支付宝
SO20260601000051,2026-06-01 17:02:42,U026451,P00164,微信小程序,福建省,泉州市,1,4652.20,1027.33,3624.87,已完成,微信支付
SO20260601000051,2026-06-01 17:02:42,U026451,P00114,微信小程序,福建省,泉州市,1,643.36,0.00,643.36,已完成,微信支付
SO20260601000052,2026-06-01 12:52:12,U049883,P00081,京东自营,浙江省,温州市,1,2073.05,0.00,2073.05,已完成,微信支付
SO20260601000053,2026-06-01 09:29:13,U050652,P00153,微信小程序,河南省,郑州市,1,7993.16,522.16,7471.00,已完成,花呗
SO20260601000053,2026-06-01 09:29:13,U050652,P00052,微信小程序,河南省,郑州市,3,5360.52,0.00,16081.56,已完成,花呗
SO20260601000053,2026-06-01 09:29:13,U050652,P00178,微信小程序,河南省,郑州市,1,8032.85,0.00,8032.85,已完成,花呗
SO20260601000054,2026-06-01 15:28:11,U026681,P00062,APP商城,重庆市,重庆市,1,284.85,0.00,284.85,已完成,支付宝
SO20260601000054,2026-06-01 15:28:11,U026681,P00023,APP商城,重庆市,重庆市,2,3585.50,777.43,6393.57,已完成,支付宝
SO20260601000054,2026-06-01 15:28:11,U026681,P00175,APP商城,重庆市,重庆市,1,173.52,13.04,257.23,已完成,支付宝
SO20260601000055,2026-06-01 13:11:05,U006648,P00095,APP商城,上海市,上海市,1,3500.50,181.88,3318.62,已完成,支付宝
SO20260601000056,2026-06-01 17:32:17,U012287,P00169,微信小程序,河北省,保定市,1,516.17,0.00,516.17,已完成,支付宝
SO20260601000056,2026/06/01 17:32,U012287,P00161,微信小程序,河北省,保定市,2,1130.26,0.00,2260.52,已完成,支付宝
SO20260601000056,2026-06-01 17:32:17,U012287,P00191,微信小程序,河北省,保定市,1,120.63,0.00,120.63,已完成,支付宝
SO20260601000057,2026-06-01 09:57:16,U010260,P00051,京东自营,广东省,佛山市,1,353.40,0.00,353.40,已完成,微信支付
SO20260601000057,2026-06-01 09:57:16,U010260,P00066,京东自营,广东省,佛山市,1,1896.19,0.00,1896.19,已完成,微信支付
SO20260601000057,2026-06-01T09:57:16,U010260,P00181,京东自营,广东省,佛山市,1,2299.23,483.42,1815.81,已完成,微信支付
SO20260601000058,2026-06-01 14:45:10,U017081,P00168,PC商城,河北省,唐山市,1,8159.38,1125.40,7033.98,已完成,支付宝
SO20260601000058,2026/06/01 14:45,U017081,P00058,PC商城,河北省,唐山市,1,1285.84,0.00,1285.84,已完成,支付宝
SO20260601000059,2026-06-01 17:48:42,U047792,P00054,天猫旗舰店,浙江省,金华市,1,6131.25,349.35,5781.90,已完成,微信支付
SO20260601000059,2026-06-01 17:48:42,U047792,P00196,天猫旗舰店,浙江省,金华市,1,326.83,43.07,283.76,已完成,微信支付
SO20260601000060,2026/06/01 07:54,U021426,P00081,PC商城,安徽省,合肥市,1,217.73,0.00,217.73,已完成,微信支付
SO20260601000060,2026-06-01 07:54:42,U021426,P00113,PC商城,安徽省,合肥市,1,4663.39,898.21,3765.18,已完成,微信支付
SO20260601000061,2026/06/01 11:58,U055685,P00143,APP商城,四川省,成都市,1,222.01,0.00,222.01,已完成,微信支付
SO20260601000061,2026-06-01 11:58:18,U055685,P00023,APP商城,四川省,成都市,1,1879.42,0.00,1879.42,已完成,微信支付
SO20260601000062,2026-06-01T01:48:09,U052479,P00098,微信小程序,湖南省,湘潭市,1,861.09,210.10,650.99,已完成,货到付款
SO20260601000062,2026-06-01 01:48:09,U052479,P00088,微信小程序,湖南省,湘潭市,2,266.48,60.62,472.34,已完成,货到付款
SO20260601000063,2026-06-01 17:06:35,U030733,P00014,天猫旗舰店,云南省,昆明市,2,5810.31,0.00,11620.62,已完成,支付宝
SO20260601000063,2026-06-01 17:06:35,U030733,P00161,天猫旗舰店,云南省,昆明市,1,83.33,0.00,83.33,已完成,支付宝
SO20260601000064,2026-06-01 18:47:33,U048126,P00064,微信小程序,福建省,泉州市,2,283.34,44.57,522.11,已完成,支付宝
SO20260601000064,2026-06-01 18:47:33,U048126,P00050,微信小程序,福建省,泉州市,1,174.24,0.00,174.24,已完成,支付宝
SO20260601000065,2026-06-01 00:49:37,U037827,P00199,APP商城,广东省,佛山市,1,378.63,0.00,378.63,已完成,微信支付
SO20260601000066,2026-06-01T21:42:36,U057340,P00007,京东自营,四川省,绵阳市,4,994.19,0.00,3976.76,已完成,支付宝
SO20260601000067,2026-06-01 15:02:05,U015609,P00115,微信小程序,山东省,济南市,2,1010.37,155.99,1864.75,已取消,支付宝
SO20260601000067,2026-06-01 15:02:05,U015609,P00085,微信小程序,山东省,济南市,1,304.14,46.22,257.92,已取消,支付宝
SO20260601000067,2026-06-01 15:02:05,U015609,P00002,微信小程序,山东省,济南市,3,1768.68,884.83,4421.21,已取消,支付宝
SO20260601000068,2026-06-01 21:23:16,U049522,P00189,APP商城,河北省,唐山市,2,28.85,12.11,45.59,已完成,银行卡
SO20260601000069,2026-06-01 19:13:52,U056049,P00158,PC商城,河南省,南阳市,1,4625.79,0.00,4625.79,已完成,支付宝
SO20260601000069,2026-06-01 19:13:52,U056049,P00023,PC商城,河南省,南阳市,4,3347.43,1034.48,12355.24,已完成,支付宝
SO20260601000069,2026-06-01 19:13:52,U056049,P00074,PC商城,河南省,南阳市,3,263.00,0.00,789.00,已完成,支付宝
SO20260601000070,2026-06-01 20:30:50,U033244,P00182,微信小程序,安徽省,合肥市,2,215.71,52.40,379.02,已完成,花呗
SO20260601000070,2026-06-01 20:30:50,U033244,P00165,微信小程序,安徽省,合肥市,2,1115.37,0.00,2230.74,已完成,花呗
SO20260601000071,2026-06-01 23:38:12,U012217,P00099,APP商城,陕西省,西安市,1,941.46,102.00,839.46,已完成,微信支付
SO20260601000071,2026-06-01 23:38:12,U012217,P00086,APP商城,陕西省,西安市,5,1259.81,843.10,5455.95,已完成,微信支付
SO20260601000072,2026-06-01 08:04:42,U041872,P00187,APP商城,浙江省,宁波市,1,640.28,137.29,502.99,已完成,花呗
SO20260601000072,2026-06-01T08:04:42,U041872,P00060,APP商城,浙江省,宁波市,3,8127.73,3655.88,20727.31,已完成,花呗
SO20260601000072,2026-06-01 08:04:42,U041872,P00090,APP商城,浙江省,宁波市,1,234.75,53.43,181.32,已完成,花呗
SO20260601000073,2026-06-01 21:03:22,U050625,P00012,天猫旗舰店,湖南省,湘潭市,2,283.96,75.41,492.51,已完成,货到付款
SO20260601000073,2026/06/01 21:03,U050625,P00193,天猫旗舰店,湖南省,湘潭市,2,848.66,0.00,1697.32,已完成,货到付款
SO20260601000074,2026-06-01 06:47:20,U041422,P00055,微信小程序,广东省,佛山市,1,1196.91,0.00,1196.91,已完成,微信支付
SO20260601000074,0000-00-00 00:00:00,U041422,P00015,微信小程序,广东省,佛山市,2,6198.37,0.00,12396.74,已完成,微信支付
SO20260601000075,2026-06-01T00:47:24,U043880,P00126,京东自营,湖南省,长沙市,1,338.09,38.05,300.04,已支付,微信支付
SO20260601000075,2026-06-01 00:47:24,U043880,P00067,京东自营,湖南省,长沙市,1,224.98,0.00,224.98,已支付,微信支付
SO20260601000075,2026-06-01 00:47:24,U043880,P00159,京东自营,湖南省,长沙市,2,1480.60,354.33,2606.87,已支付,微信支付
SO20260601000076,2026-06-01 06:05:38,U051756,P00047,APP商城,云南省,昆明市,2,39.13,0.00,78.26,已支付,微信支付
SO20260601000076,2026/06/01 06:05,U051756,P00041,APP商城,云南省,昆明市,1,139.20,0.00,139.20,已支付,微信支付
SO20260601000076,2026-06-01 06:05:38,U051756,P00059,APP商城,云南省,昆明市,1,83.64,17.33,66.31,已支付,微信支付
SO20260601000077,2026/06/01 15:51,U016115,P00160,天猫旗舰店,福建省,福州市,3,1102.53,759.86,2547.73,待付款,微信支付
SO20260601000077,2026-06-01 15:51:37,U016115,P00078,天猫旗舰店,福建省,福州市,2,5291.52,0.00,10583.04,待付款,微信支付
SO20260601000078,2026/06/01 07:51,U012961,P00184,APP商城,山东省,潍坊市,1,2794.51,0.00,2794.51,待付款,支付宝
SO20260601000078,2026-06-01 07:51:50,U012961,P00045,APP商城,山东省,潍坊市,1,1190.86,0.00,1190.86,待付款,支付宝
SO20260601000078,2026-06-01 07:51:50,U012961,P00179,APP商城,山东省,潍坊市,1,1222.26,295.18,927.08,待付款,支付宝
SO20260601000079,2026-06-01 13:31:14,U025421,P00192,天猫旗舰店,上海市,上海市,2,1179.10,0.00,2358.20,已完成,支付宝
SO20260601000080,2026-06-01 18:43:20,U024430,P00025,APP商城,浙江省,金华市,1,8699.93,0.00,8699.93,已完成,微信支付
SO20260601000080,2026-06-01 18:43:20,U024430,P00191,APP商城,浙江省,金华市,1,576.42,0.00,880.16,已完成,微信支付
SO20260601000080,2026/06/01 18:43,U024430,P00002,APP商城,浙江省,金华市,2,5481.35,592.60,10370.10,已完成,微信支付
SO20260601000081,2026-06-01T01:48:43,U059875,P00183,APP商城,重庆市,重庆市,2,765.83,0.00,1531.66,已完成,货到付款
SO20260601000081,2026-06-01 01:48:43,U059875,P00018,APP商城,重庆市,重庆市,2,852.58,0.00,1705.16,已完成,货到付款
SO20260601000082,2026-06-01 17:37:37,U047726,P00111,微信小程序,北京市,,1,218.15,0.00,218.15,已完成,银行卡
SO20260601000082,2026-06-01 17:37:37,U047726,P00013,微信小程序,北京市,北京市,1,2413.01,0.00,2413.01,已完成,银行卡
SO20260601000083,2026-06-01 21:57:04,U041201,P00072,APP商城,广东省,东莞市,2,4434.87,561.79,8307.95,已支付,银行卡
SO20260601000083,2026/06/01 21:57,U041201,P00195,APP商城,广东省,东莞市,1,185.63,42.91,142.72,已支付,银行卡
SO20260601000084,2026-06-01 17:18:07,U001463,P00178,天猫旗舰店,浙江省,宁波市,1,1597.81,0.00,1597.81,已完成,微信支付
SO20260601000085,2026-06-01 15:14:46,U053527,P00009,微信小程序,四川省,宜宾市,1,1878.35,0.00,1878.35,已完成,微信支付
SO20260601000086,2026-06-01 07:03:54,U006547,P00186,微信小程序,江苏省,南京市,1,313.52,28.44,285.08,已完成,支付宝
SO20260601000087,2026-06-01 13:16:39,U029440,P00049,APP商城,,唐山市,1,4823.16,0.00,4823.16,已完成,微信支付
SO20260601000087,2026-06-01 13:16:39,U029440,P00004,APP商城,河北省,唐山市,1,1078.07,131.04,947.03,已完成,微信支付
SO20260601000088,2026-06-01 09:24:54,U055374,P00034,APP商城,福建省,福州市,1,6947.31,0.00,6947.31,已取消,支付宝
SO20260601000088,2026/06/01 09:24,U055374,P00190,APP商城,福建省,,1,5669.31,1001.70,4667.61,已取消,支付宝
SO20260601000089,2026/06/01 14:24,U038347,P00126,天猫旗舰店,上海市,上海市,1,125.44,7.32,118.12,已完成,支付宝
SO20260601000090,2026-06-01 08:57:50,U042733,P00065,微信小程序,浙江省,金华市,2,578.07,284.33,871.81,已支付,微信支付
SO20260601000091,2026-06-01 12:35:56,U059524,P00022,天猫旗舰店,广东省,广州市,2,7017.87,0.00,14035.74,待付款,支付宝
SO20260601000092,2026/06/01 23:22,U049838,P00036,京东自营,山东省,济南市,3,1068.05,341.04,2863.11,待付款,微信支付
SO20260601000092,2026-06-01 23:22:00,U049838,P00049,京东自营,山东省,济南市,1,872.32,0.00,872.32,待付款,微信支付
SO20260601000092,2026-06-01 23:22:00,U049838,P00167,京东自营,山东省,济南市,1,8387.50,0.00,8387.50,待付款,微信支付
SO20260601000093,2026-06-01 22:41:24,U030772,P00156,APP商城,浙江省,嘉兴市,1,699.23,0.00,699.23,已支付,支付宝
SO20260601000094,2026-06-01 09:45:59,U018231,P00077,微信小程序,河南省,洛阳市,1,458.06,85.65,372.41,已完成,花呗
SO20260601000094,2026-06-01 09:45:59,U018231,P00072,微信小程序,河南省,洛阳市,5,203.73,129.00,889.65,已完成,花呗
SO20260601000095,2026-06-01 11:14:53,U004398,P00072,PC商城,黑龙江省,哈尔滨市,1,306.94,0.00,306.94,已完成,微信支付
SO20260601000096,2026-06-01 11:26:56,U004283,P00055,天猫旗舰店,广东省,深圳市,1,98.76,0.00,98.76,已完成,支付宝
SO20260601000097,2026-06-01 19:50:07,U037856,P00063,PC商城,广东省,珠海市,1,138.69,0.00,138.69,已完成,支付宝
SO20260601000098,2026-06-01 14:18:02,U037854,P00106,APP商城,浙江省,宁波市,1,1358.86,0.00,1358.86,待付款,微信支付
SO20260601000098,2026/06/01 14:18,U037854,P00056,APP商城,浙江省,宁波市,1,63.84,8.68,55.16,待付款,微信支付
SO20260601000098,2026-06-01 14:18:02,U037854,P00093,APP商城,浙江省,宁波市,1,1067.27,0.00,1067.27,待付款,微信支付
SO20260601000099,2026-06-01 11:47:44,U029023,P00079,天猫旗舰店,北京市,北京市,1,1410.85,0.00,1410.85,已支付,支付宝
SO20260601000099,2026-06-01 11:47:44,U029023,P00060,天猫旗舰店,北京市,,1,978.88,0.00,978.88,已支付,支付宝
SO20260601000099,2026-06-01 11:47:44,U029023,P00068,天猫旗舰店,北京市,北京市,2,265.08,35.64,494.52,已支付,支付宝
SO20260601000100,2026/06/01 09:32,U053899,P00105,微信小程序,江西省,赣州市,3,6398.97,1086.91,18110.00,已完成,支付宝
SO20260601000100,2026-06-01 09:32:50,U053899,P00080,微信小程序,江西省,赣州市,1,3704.63,0.00,3704.63,已完成,支付宝
SO20260601000101,2026-06-31 10:00:00,U011270,P00027,微信小程序,,南京市,1,4099.85,752.28,3347.57,已支付,微信支付
SO20260601000102,2026-06-01 08:14:10,U004426,P00090,天猫旗舰店,江苏省,南通市,1,758.51,0.00,758.51,已完成,支付宝
SO20260601000103,2026-06-01 08:48:53,U033315,P00186,APP商城,广东省,佛山市,1,654.40,0.00,654.40,已支付,
SO20260601000103,2026-06-01 08:48:53,U033315,P00116,APP商城,广东省,佛山市,1,757.54,0.00,757.54,已支付,微信支付
SO20260601000104,2026-06-01 11:56:28,U008785,P00173,APP商城,江苏省,苏州市,1,2454.32,0.00,2454.32,已完成,银行卡
SO20260601000105,2026-06-01 09:38:54,U016056,P00135,天猫旗舰店,广东省,东莞市,1,107.54,0.00,107.54,已支付,微信支付
SO20260601000105,2026-06-01 09:38:54,U016056,P00023,天猫旗舰店,广东省,东莞市,1,296.65,39.58,257.07,已支付,微信支付
SO20260601000106,2026-06-01 14:00:02,U004135,P00077,天猫旗舰店,辽宁省,沈阳市,2,1281.36,508.51,2054.21,已完成,微信支付
SO20260601000106,2026-06-01 14:00:02,U004135,P00164,天猫旗舰店,辽宁省,沈阳市,2,257.25,0.00,514.50,已完成,微信支付
SO20260601000107,2026/06/01 18:19,U034256,P00018,APP商城,安徽省,芜湖市,2,422.78,0.00,845.56,已完成,微信支付
SO20260601000107,2026-06-01 18:19:15,U034256,P00031,APP商城,安徽省,芜湖市,1,3289.25,0.00,3289.25,已完成,微信支付
SO20260601000108,2026-06-01 09:00:54,U002223,P00099,微信小程序,上海市,上海市,1,267.82,0.00,267.82,已退款,银行卡
